suscribed,age,job,education,marital,Income,Kidhome,Teenhome
yes,21,Non-active,Unknown,SINGLE,76579,2,0
no,44,Administration,High school,MARRIED,93801,1,0
yes,50,Industry,Basic education,MARRIED,172453,0,1
no,51,Administration,Professional Course,MARRIED,19404,1,1
no,38,Administration,High school,MARRIED,164539,0,1
yes,46,Industry,Basic education,MARRIED,49084,0,1
yes,53,Administration,Professional Course,MARRIED,48142,0,0
no,38,Administration,University,MARRIED,116950,2,0
yes,39,Administration,High school,MARRIED,39576,0,0
no,39,Administration,University,MARRIED,139947,0,1
no,37,Independent,University,MARRIED,139771,0,2
no,53,Administration,High school,MARRIED,157257,1,0
no,37,Administration,Professional Course,SINGLE,76021,1,0
no,43,Industry,Basic education,MARRIED,155932,2,0
no,34,Industry,Professional Course,MARRIED,123249,0,1
no,27,Non-active,University,SINGLE,37317,0,1
no,42,Industry,High school,MARRIED,177089,1,1
yes,59,Administration,University,MARRIED,151957,0,2
no,45,Administration,University,MARRIED,95549,2,0
no,43,Administration,High school,MARRIED,56671,0,1
no,44,Independent,High school,MARRIED,106179,2,2
yes,57,Independent,Basic education,MARRIED,136306,0,2
no,59,Not specified,Unknown,MARRIED,119866,1,1
no,48,Non-active,Professional Course,MARRIED,115331,2,1
no,32,Industry,High school,SINGLE,57761,0,2
no,38,Not specified,Professional Course,MARRIED,7670,2,0
yes,50,Independent,Basic education,MARRIED,56789,0,0
no,29,Administration,University,MARRIED,66769,1,2
yes,44,Independent,Professional Course,SINGLE,127212,2,2
no,37,Administration,Professional Course,SINGLE,99425,0,0
no,46,Administration,High school,SINGLE,110599,2,1
no,49,Administration,High school,MARRIED,151022,1,0
no,53,Administration,Basic education,MARRIED,56327,0,2
no,51,Non-active,High school,MARRIED,119471,1,1
yes,24,Administration,High school,SINGLE,91750,2,1
no,38,Independent,Professional Course,SINGLE,156937,1,1
no,37,Not specified,University,SINGLE,81628,2,0
no,44,Independent,High school,MARRIED,27540,0,0
no,36,Administration,University,MARRIED,170318,1,1
no,39,Non-active,Basic education,SINGLE,148851,0,0
no,31,Industry,High school,MARRIED,85521,0,1
no,38,Non-active,High school,MARRIED,160010,1,1
yes,56,Industry,High school,DIVORCED,44415,0,2
no,38,Administration,University,DIVORCED,95422,1,0
no,38,Administration,Professional Course,MARRIED,100399,2,2
yes,50,Independent,Basic education,MARRIED,131950,0,0
no,25,Administration,University,SINGLE,120357,2,0
no,56,Industry,High school,MARRIED,90861,1,1
no,34,Administration,University,MARRIED,65877,1,0
no,59,Not specified,Unknown,MARRIED,175546,1,0
no,45,Administration,University,MARRIED,47551,2,2
yes,60,Administration,University,MARRIED,80826,0,1
no,39,Industry,Basic education,SINGLE,33284,1,0
no,36,Industry,High school,MARRIED,20010,2,2
no,29,Administration,University,SINGLE,159802,2,1
no,37,Industry,Basic education,MARRIED,94624,1,0
no,38,Industry,High school,MARRIED,59581,1,1
no,36,Administration,High school,DIVORCED,13975,1,1
yes,33,Non-active,High school,MARRIED,14951,1,2
no,38,Industry,Basic education,SINGLE,131130,2,1
no,28,Industry,Unknown,SINGLE,116262,0,0
no,34,Administration,University,MARRIED,136756,2,1
no,58,Industry,High school,DIVORCED,101746,1,2
no,40,Administration,High school,SINGLE,90938,2,0
no,36,Industry,Basic education,MARRIED,179599,1,1
no,38,Administration,University,MARRIED,18815,1,1
no,38,Administration,University,MARRIED,41238,1,2
no,48,Industry,Basic education,MARRIED,50288,2,0
no,57,Non-active,Basic education,MARRIED,32877,2,1
no,41,Industry,Basic education,MARRIED,55981,1,0
no,55,Non-active,Basic education,MARRIED,123923,0,1
no,40,Industry,Basic education,MARRIED,88932,2,0
no,38,Administration,High school,DIVORCED,146613,2,1
no,32,Administration,Professional Course,SINGLE,36040,1,1
no,38,Industry,Basic education,MARRIED,160749,2,0
no,19,Non-active,High school,SINGLE,55697,1,2
no,44,Industry,Basic education,MARRIED,14853,1,0
no,37,Administration,Basic education,MARRIED,120987,1,0
no,44,Industry,High school,MARRIED,6531,2,2
no,29,Administration,University,SINGLE,167551,0,2
no,44,Administration,Professional Course,SINGLE,78733,0,2
no,37,Industry,Basic education,MARRIED,67713,1,1
no,38,Administration,Basic education,MARRIED,110810,1,0
no,33,Non-active,Basic education,MARRIED,165868,0,0
no,40,Industry,Basic education,MARRIED,14705,1,1
no,43,Industry,Basic education,MARRIED,69385,0,2
no,42,Industry,Basic education,MARRIED,76917,0,1
no,38,Administration,High school,DIVORCED,31939,0,1
no,38,Industry,Basic education,MARRIED,48085,2,1
no,34,Industry,Basic education,MARRIED,73039,1,1
no,32,Industry,Basic education,MARRIED,29624,0,2
no,34,Industry,Basic education,MARRIED,124364,2,2
no,34,Industry,Basic education,MARRIED,142426,1,2
no,42,Industry,Basic education,MARRIED,130393,0,0
no,38,Industry,Basic education,MARRIED,46368,2,2
no,35,Industry,Basic education,MARRIED,11734,1,2
no,38,Industry,Basic education,MARRIED,150297,1,2
no,34,Administration,University,MARRIED,32774,0,0
no,37,Administration,High school,DIVORCED,173586,1,0
no,35,Industry,High school,MARRIED,84782,1,1
no,32,Administration,University,SINGLE,104846,1,0
no,35,Industry,High school,MARRIED,99411,2,1
no,36,Industry,Basic education,MARRIED,95954,1,0
no,36,Industry,Basic education,MARRIED,55508,0,0
no,36,Industry,Basic education,MARRIED,143591,2,0
no,33,Administration,High school,MARRIED,81066,2,1
no,36,Industry,Basic education,MARRIED,113049,2,0
no,29,Industry,High school,DIVORCED,33514,0,1
no,41,Administration,High school,MARRIED,76377,1,1
no,33,Administration,High school,MARRIED,88975,0,2
no,38,Administration,High school,MARRIED,174897,1,2
no,47,Administration,Professional Course,MARRIED,92791,1,1
no,41,Industry,Basic education,MARRIED,13092,0,0
no,41,Industry,Basic education,MARRIED,28028,1,2
no,41,Industry,Basic education,MARRIED,64247,2,1
no,47,Industry,High school,MARRIED,22668,1,1
no,38,Administration,High school,MARRIED,123865,2,0
no,38,Industry,Basic education,MARRIED,36142,0,1
no,36,Industry,Basic education,MARRIED,125967,2,0
no,38,Administration,High school,SINGLE,94500,1,1
no,34,Industry,Basic education,MARRIED,99209,2,2
no,30,Administration,High school,SINGLE,132506,0,1
no,39,Industry,Basic education,MARRIED,58506,1,1
no,38,Independent,Professional Course,MARRIED,99680,1,2
no,38,Industry,Basic education,MARRIED,91160,0,0
no,38,Independent,Professional Course,MARRIED,31832,1,1
no,39,Industry,Basic education,MARRIED,107925,0,1
no,58,Administration,University,SINGLE,163631,1,2
yes,49,Administration,High school,MARRIED,61420,0,1
no,44,Industry,Basic education,MARRIED,22019,2,0
yes,39,Industry,Basic education,MARRIED,48966,0,2
no,38,Industry,Professional Course,MARRIED,160463,1,1
no,38,Industry,Basic education,DIVORCED,24773,2,2
no,51,Administration,Basic education,MARRIED,107985,2,0
yes,41,Industry,Basic education,MARRIED,123065,0,0
yes,35,Industry,High school,MARRIED,111083,1,1
yes,58,Administration,University,SINGLE,107284,0,1
no,49,Industry,Professional Course,MARRIED,46296,2,1
no,49,Industry,Professional Course,MARRIED,127487,0,0
yes,50,Industry,Basic education,MARRIED,120487,2,0
no,43,Industry,Basic education,MARRIED,99186,0,1
yes,36,Independent,Basic education,MARRIED,35318,0,0
no,38,Administration,Professional Course,DIVORCED,156632,2,2
no,38,Administration,University,MARRIED,164605,1,0
no,43,Industry,Basic education,MARRIED,40582,0,1
no,47,Administration,University,MARRIED,65148,0,2
no,51,Administration,Basic education,MARRIED,8932,1,1
no,38,Industry,Unknown,MARRIED,7285,2,0
no,31,Industry,Basic education,SINGLE,28184,1,2
no,38,Industry,High school,SINGLE,169373,0,0
no,45,Industry,Basic education,MARRIED,95530,2,0
yes,38,Industry,High school,MARRIED,150458,2,0
no,35,Administration,University,SINGLE,109771,2,0
no,29,Non-active,High school,SINGLE,46451,1,0
no,36,Administration,High school,SINGLE,141893,0,1
no,31,Industry,High school,SINGLE,140293,2,0
no,45,Independent,Basic education,DIVORCED,174554,2,0
no,31,Industry,High school,SINGLE,95736,1,2
no,42,Industry,Basic education,MARRIED,51500,0,0
no,41,Industry,Basic education,DIVORCED,34124,0,0
no,40,Administration,University,MARRIED,128952,1,2
no,44,Industry,High school,MARRIED,136711,0,2
no,48,Industry,Basic education,SINGLE,69144,2,2
no,35,Industry,High school,DIVORCED,119373,0,2
no,45,Industry,Unknown,MARRIED,38393,1,0
no,39,Non-active,Basic education,DIVORCED,103900,1,1
no,50,Administration,Unknown,MARRIED,119267,0,0
yes,35,Industry,High school,SINGLE,17887,0,0
no,55,Independent,Basic education,MARRIED,113812,0,0
no,41,Administration,Basic education,SINGLE,148464,2,1
no,39,Industry,Basic education,MARRIED,66062,1,2
no,54,Industry,High school,MARRIED,43094,2,1
no,34,Independent,University,SINGLE,151599,0,1
no,39,Industry,Basic education,MARRIED,135882,2,2
no,43,Industry,Basic education,MARRIED,136812,2,1
no,40,Administration,Professional Course,MARRIED,27128,0,0
yes,50,Administration,Unknown,MARRIED,79524,2,1
no,54,Industry,High school,MARRIED,172919,0,2
no,57,Industry,Basic education,MARRIED,157188,0,1
no,50,Administration,Unknown,MARRIED,52423,2,0
no,43,Industry,Basic education,MARRIED,167374,2,2
no,37,Administration,University,MARRIED,148007,0,2
no,43,Industry,Basic education,MARRIED,38289,1,0
no,45,Administration,University,DIVORCED,73880,2,1
no,28,Industry,Basic education,SINGLE,154730,2,2
no,38,Industry,Basic education,MARRIED,82616,2,1
no,37,Industry,Unknown,MARRIED,101770,2,2
no,36,Industry,Basic education,MARRIED,179860,0,0
no,33,Industry,Professional Course,MARRIED,152536,2,1
no,37,Industry,Basic education,MARRIED,49322,2,2
no,43,Industry,Basic education,MARRIED,126677,2,2
no,38,Administration,Professional Course,MARRIED,110416,2,0
no,43,Industry,Basic education,MARRIED,100837,2,0
no,48,Industry,Basic education,MARRIED,101241,2,1
no,35,Industry,Basic education,MARRIED,110858,1,1
yes,30,Administration,High school,MARRIED,135075,2,0
no,38,Administration,Professional Course,SINGLE,134870,2,1
no,38,Industry,Basic education,MARRIED,65197,0,0
no,46,Industry,High school,MARRIED,146114,1,2
no,38,Industry,Basic education,MARRIED,118225,0,2
no,44,Administration,University,MARRIED,14583,2,1
no,30,Industry,Basic education,SINGLE,16982,1,0
no,30,Administration,University,SINGLE,154046,0,2
no,46,Industry,High school,MARRIED,12677,1,2
no,42,Industry,Basic education,MARRIED,174913,1,0
no,30,Administration,University,SINGLE,122753,2,0
no,36,Industry,Basic education,SINGLE,8511,0,2
no,36,Industry,Basic education,SINGLE,24582,0,1
no,36,Administration,High school,DIVORCED,27501,1,0
no,38,Administration,University,MARRIED,147170,2,2
no,46,Industry,High school,MARRIED,109589,0,1
no,44,Independent,Basic education,MARRIED,129621,2,0
no,48,Industry,Basic education,MARRIED,45510,1,0
no,33,Administration,High school,SINGLE,125410,2,1
no,40,Administration,High school,SINGLE,94100,2,1
no,44,Independent,Basic education,MARRIED,157689,0,0
no,33,Administration,High school,SINGLE,137917,0,2
no,33,Administration,High school,SINGLE,6791,1,2
no,33,Administration,High school,SINGLE,105326,2,0
no,37,Administration,University,MARRIED,124644,0,0
no,47,Industry,Basic education,DIVORCED,40202,0,0
no,51,Industry,Professional Course,MARRIED,25403,0,0
no,33,Administration,High school,SINGLE,119287,2,2
no,33,Administration,High school,MARRIED,123950,2,0
no,39,Industry,Professional Course,DIVORCED,137816,0,1
no,32,Administration,High school,MARRIED,27356,2,1
no,40,Industry,Basic education,MARRIED,76920,1,1
no,32,Administration,High school,DIVORCED,95518,0,0
no,54,Independent,University,MARRIED,155068,0,1
no,49,Independent,High school,MARRIED,65355,1,2
no,28,Industry,Unknown,SINGLE,17841,2,1
no,49,Independent,High school,MARRIED,15507,2,2
no,58,Non-active,High school,MARRIED,20527,1,2
no,32,Industry,High school,MARRIED,54736,0,0
no,32,Industry,High school,MARRIED,91569,2,1
no,38,Independent,Unknown,MARRIED,160828,2,0
no,58,Non-active,High school,MARRIED,134334,1,0
no,32,Administration,High school,MARRIED,56301,0,2
no,38,Industry,Basic education,SINGLE,38040,1,2
no,38,Independent,Unknown,MARRIED,61298,2,0
no,44,Administration,Professional Course,SINGLE,125822,0,0
no,37,Industry,Unknown,MARRIED,155035,2,1
no,45,Industry,Basic education,MARRIED,147529,2,2
no,35,Administration,Professional Course,MARRIED,123026,2,0
no,40,Administration,High school,MARRIED,76830,1,1
yes,38,Industry,Basic education,MARRIED,21255,2,0
no,38,Industry,Basic education,MARRIED,103839,2,0
no,35,Industry,Basic education,MARRIED,118503,2,1
no,57,Industry,Basic education,MARRIED,52474,0,1
no,42,Industry,Basic education,MARRIED,31044,1,0
yes,49,Industry,Basic education,MARRIED,128242,2,1
yes,34,Administration,High school,MARRIED,55525,1,1
no,36,Administration,High school,SINGLE,38536,2,1
no,32,Administration,University,DIVORCED,33247,2,0
no,37,Administration,University,SINGLE,41021,2,2
no,32,Administration,University,DIVORCED,160751,1,1
no,45,Independent,Basic education,DIVORCED,170526,2,2
no,43,Industry,Basic education,MARRIED,7080,0,2
no,39,Industry,Basic education,SINGLE,136345,2,2
no,32,Administration,Professional Course,MARRIED,93917,0,0
yes,44,Independent,Basic education,MARRIED,136270,1,2
no,38,Administration,Unknown,DIVORCED,154353,0,2
no,38,Industry,Basic education,MARRIED,37789,2,1
no,30,Administration,University,SINGLE,137865,1,0
no,53,Administration,High school,SINGLE,54838,2,2
no,31,Non-active,University,SINGLE,82719,1,0
no,33,Administration,High school,MARRIED,39037,1,2
no,29,Independent,Basic education,MARRIED,111620,0,0
no,34,Administration,High school,MARRIED,26624,0,2
no,35,Industry,Basic education,MARRIED,99396,1,2
no,37,Administration,University,SINGLE,13446,0,2
no,36,Non-active,University,SINGLE,140060,0,1
no,37,Administration,University,SINGLE,135785,1,1
no,50,Industry,Basic education,MARRIED,138478,2,0
no,34,Industry,High school,MARRIED,98865,1,0
no,37,Administration,University,SINGLE,39604,2,0
no,38,Industry,High school,DIVORCED,12522,1,0
no,38,Independent,Basic education,MARRIED,159603,1,0
no,38,Industry,Professional Course,MARRIED,72636,0,1
yes,34,Administration,Professional Course,SINGLE,117298,1,1
no,38,Independent,Basic education,MARRIED,79497,0,1
no,34,Industry,High school,MARRIED,60863,1,0
no,36,Administration,High school,SINGLE,99718,0,2
no,52,Industry,High school,MARRIED,124416,2,2
no,52,Industry,High school,MARRIED,156074,1,1
no,37,Industry,Basic education,SINGLE,126266,1,1
no,39,Industry,Basic education,MARRIED,32873,2,1
no,39,Industry,Basic education,MARRIED,111349,2,2
no,37,Industry,Basic education,SINGLE,117406,1,1
no,37,Industry,Basic education,SINGLE,102460,1,0
no,38,Industry,University,DIVORCED,121186,2,2
no,43,Industry,Basic education,MARRIED,97731,2,0
no,33,Administration,Basic education,MARRIED,122681,0,1
no,30,Industry,High school,MARRIED,69710,0,1
yes,54,Industry,University,DIVORCED,41300,2,0
no,38,Administration,University,MARRIED,145097,1,1
no,38,Industry,High school,MARRIED,179513,1,0
no,27,Industry,Basic education,SINGLE,144061,0,1
no,38,Industry,Basic education,SINGLE,7432,1,0
no,51,Industry,High school,DIVORCED,179714,0,1
no,38,Industry,Basic education,MARRIED,136897,0,0
no,36,Industry,Basic education,MARRIED,114683,1,2
no,47,Industry,Basic education,DIVORCED,129173,2,2
no,41,Industry,Basic education,MARRIED,163686,1,2
no,32,Administration,University,DIVORCED,100090,2,0
no,40,Industry,Basic education,MARRIED,140017,1,2
no,29,Administration,University,SINGLE,65337,2,0
no,29,Administration,University,SINGLE,145876,1,2
no,29,Administration,University,SINGLE,32767,2,2
no,31,Industry,High school,MARRIED,59272,1,1
no,29,Administration,University,SINGLE,13731,2,1
no,29,Administration,University,SINGLE,53101,0,0
no,37,Industry,High school,MARRIED,112091,2,2
no,36,Industry,Basic education,MARRIED,79403,2,2
no,34,Industry,Basic education,MARRIED,177366,0,1
no,40,Administration,Professional Course,SINGLE,91418,0,0
no,41,Industry,Basic education,MARRIED,99670,2,2
no,28,Industry,University,SINGLE,119587,0,2
